자본변동표,ifrs-full_Equity,기말자본
자본변동표,dart_ChangesInReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익공정가치측정금융자산평가손익
자본변동표,dart_ChangesInConsolidatedCompanies,연결대상범위의 변동
자본변동표,dart_OtherComprehensiveIncomeForStatementOfChangesInEquity,기타포괄손익금융자산평가손익
현금흐름표,dart_AdjustmentsForImpairmentLossesOnInvestmentsInAssociates,관계기업투자주식손상차손
자본변동표,dart_TreasuryShareTransactions,자기주식의 취득 및 처분
재무상태표,-표준계정코드 미사용-,자 본 총 계
현금흐름표,-표준계정코드 미사용-,자기주식의 매입
자본변동표,dart_ShareBasedPaymentTransactions,주식기준보상거래의 인식
현금흐름표,dart_AdjustmentsForDecreaseincreaseInOtherNonCurrentNonFinancialAssets,기타비유동자산의감소(증가)
자본변동표,-표준계정코드 미사용-,자기주식취득
현금흐름표,-표준계정코드 미사용-,(2)재무활동으로 인한 현금유출액
자본변동표,dart_StockRedemptionWithoutRefund,주식의 소각(무상감자)
현금흐름표,dart_ProceedsFromSalesOfCurrentFairValueFinancialAsset,유동성당기손익인식지정금융자산의 처분
자본변동표,dart_ChangesInConsolidatedCompanies,지분법이익잉여금의 변동
현금흐름표,-표준계정코드 미사용-,사업결합으로 인한 순현금유출
현금흐름표,-표준계정코드 미사용-,종속기업의투자주식의 추가취득
재무상태표,dart_ConvertibleBonds,비유동전환사채
자본변동표,dart_ChangesInReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치측정금융자산 평가
자본변동표,-표준계정코드 미사용-,종속기업 합병으로 인한 변동
자본변동표,-표준계정코드 미사용-,연결범위 변동
자본변동표,dart_CompoundFinancialInstrumentConversion,전환권 행사
현금흐름표,-표준계정코드 미사용-,장단기금융상품의 증가
자본변동표,dart_OtherTransactions,해외사업환산손익
자본변동표,ifrs-full_IncreaseDecreaseThroughChangesInOwnershipInterestsInSubsidiariesThatDoNotResultInLossOfControl,비지배지분의 변동
자본변동표,-표준계정코드 미사용-,총포괄손익
포괄손익계산서,-표준계정코드 미사용-,기타포괄손익-공정가치측정금융자산처분손익
현금흐름표,dart_PurchaseOfConstructionInProgress,건설중인무형자산의 취득
현금흐름표,-표준계정코드 미사용-,리스해지손실
재무상태표,-표준계정코드 미사용-,ll. 이익잉여금
자본변동표,-표준계정코드 미사용-,관계기업 자본변동 중 지분해당액
자본변동표,ifrs-full_Equity,기말자본
자본변동표,-표준계정코드 미사용-,이익잉여금
자본변동표,-표준계정코드 미사용-,관계기업및공동기업이익잉여금변동
자본변동표,-표준계정코드 미사용-,총포괄이익(손실)
자본변동표,dart_CompoundFinancialInstrumentRedemption,전환사채의 콜옵션 행사
자본변동표,-표준계정코드 미사용-,제3자배정 유상증자
포괄손익계산서,ifrs-full_DilutedEarningsLossPerShare,희석주당이익
재무상태표,-표준계정코드 미사용-,단기금융상품
자본변동표,-표준계정코드 미사용-,총 포괄손익
자본변동표,dart_CompoundFinancialInstrumentIssue,전환우선주 발행
자본변동표,dart_StockRedemptionWithoutRefund,무상감자
자본변동표,-표준계정코드 미사용-,확정급여부채의 재측정요소
자본변동표,-표준계정코드 미사용-,연차배당금
현금흐름표,-표준계정코드 미사용-,사업양도로 인한 현금유입
자본변동표,dart_PurchaseDispostionOfAssociatesOrJointVenture,지분법자본변동
