corp_name,corp_code
삼척오두풍력발전,1618019
삼척온천,547079
삼척펠리스타운,436302
삼천개발,1497832
삼천금속,1457913
삼천당제약,128546
삼천리,128555
삼천리금속,441827
삼천리기계,487740
삼천리렌트카,985367
삼천리모터스,961589
삼천리무역,771162
삼천리버스,1457126
삼천리열처리,128582
삼천리이앤이,639796
삼천리이에스,477114
삼천리이엔지,447593
삼천리자산운용,773188
삼천리자전거,128607
삼천리제약,798017
삼천리탄업,228280
삼천리M&C,128564
삼천복,1384547
삼천산업,876476
삼천하이텍산업,1399549
삼탄인터내셔널,128616
삼태사,569682
삼태성,1078442
삼택,1152878
삼테크아이앤씨,373711
삼텍엔지니어링,763039
삼토개발,408451
삼토종합건설,1300165
삼파장,1571596
삼팔커뮤니케이션,316442
삼포건설,1267949
삼포산업,128670
삼포식품,961783
삼포씨앤에이,1464357
삼포통상,536046
삼포화학공업,1150074
삼표,128704
삼표기초소재,815192
삼표레미콘,1663365
삼표레일웨이,998963
삼표로지스틱스,387510
삼표산업,999032
삼표시멘트,239639
삼표에너지,128722
삼표에너지,310837
삼표에스씨,1104093
삼표자원개발,519331
삼표피앤씨,207250
삼표해운,1208566
삼풍개발,1252035
삼풍건설,128768
삼풍공업,558224
삼풍공업,1019573
삼풍관광,238384
삼풍물산,128801
삼풍산업진흥,128795
삼풍전기,983758
삼풍전선공업,418403
삼풍전자통신,258759
삼풍하이텍,1409402
삼피케이기업,643975
삼하,673116
삼하개발,488518
삼한,117692
삼한강,485380
삼한개발,968883
삼한공조시스템,1568653
삼한교역상사,128838
삼한디앤씨,1543122
삼한리얼에스테이트,810328
삼한모터렌,1026892
삼한씨앤피,1288003
삼한씨원,216249
삼한에너지,1099339
삼한에이치,1384583
삼한에프엔지,128865
삼한일렉트로닉스,491992
삼한종합건설,228943
삼한콘트롤스,216300
삼한피앤씨,1647640
삼한화섬,128874
삼합종합건설,511533
삼해공업,128883
삼해상사,181129
삼해야마코,1001246
삼혁엔지니어링,668275
삼현,1069888
삼현,128908
삼현,262266
삼현개발,1580761
삼현건설,1548747
삼현비앤이,620895
삼현씨앤에스,762410
삼현에이치,1077054
삼현원,1036358
삼현철강,128926
삼현텍,866910
삼현티이씨,1551778
삼협,1463260
삼협개발,128935
삼협기공,776361
삼협부품,253745
삼협종합건설,505277
삼형기업,128962
삼형전자,1448906
삼형종합건설,627038
삼호,615936
삼호강재,530893
삼호개발,128980
삼호건설,181147
삼호건설,624226
삼호건설,128999
삼호건설,233103
삼호건영,684006
삼호경원,643063
삼호그린인베스트먼트,662235
삼호글라스,1636149
삼호나노텍,1138887
삼호도시개발,1286908
삼호디에스,1097359
삼호디엔티,1466461
삼호레미콘,169659
삼호로지스,818560
삼호마린제사차,684608
삼호마린제삼차,684592
삼호마린제이차,647430
삼호마린제일차,632696
삼호산업,218201
삼호산업,129022
삼호산업,764348
삼호산업,1689309
삼호상사,1638864
삼호스톰제일차유동화전문유한회사,601368
삼호시트론시티,1475362
삼호실업,444499
삼호실업,910433
삼호씨앤엠,470041
삼호아이앤디,529514
삼호아이엔디,656234
삼호에너지,576600
삼호에너지,118691
삼호에스에이치투자자문,958798
삼호에스피제이,1401145
삼호엔지니어링,667081
삼호엘에스티,1024441
삼호유비,666718
삼호유황오리,1034855
삼호이앤씨,481463
삼호저축은행,791360
삼호정기,578583
삼호제강,407461
삼호조선,234643
삼호조선해양,784379
삼호종합개발,1650802
삼호주택,615112
삼호철강,443366
삼호철강,963198
삼호축산,1692880
삼호테크,936954
삼호프레스,1222326
삼호해운,319218
삼호홀딩스,856959
삼호화성,1072651
삼호환경기술,973982
삼홍사,129059
삼홍실업,300788
삼홍테크,510330
삼화,1038198
삼화,129226
삼화,868422
삼화강봉,129086
삼화개발,129101
삼화개발,1178919
삼화개발,534084
삼화건설,181156
삼화건설사,414090
삼화건업,573825
삼화고분자공업,129110
삼화고속,152978
삼화공업,450296
삼화기업,240723
삼화기업,921350
삼화기연,267793
삼화기연,207126
삼화기연,534020
삼화기전,1043941
삼화네트웍스,301112
삼화농원,255938
삼화당,1398708
삼화당피앤티,1608474
삼화대림화학,240024
삼화동력개발,227801
삼화레미콘,918019
삼화리조트,817808
삼화모데스띠,474199
삼화모방공업,129156
삼화모터스,1584174
삼화무역,691857
삼화바이오팜,814731
삼화방직,129174
삼화보세장치장,924311
삼화비철공업,251066
삼화상운,218858
삼화상호저축은행,129183
삼화상호저축은행,365022
삼화석유,129192
삼화소재산업,129208
삼화솔루션,868963
삼화스틸,1602391
삼화식품,193212
삼화실업,181165
삼화실업,365837
삼화양행,181174
삼화에너지,1433791
삼화에이스,574754
삼화에프앤에프,565695
삼화엔지니어링,450348
삼화여객,1435498
삼화여객,1403772
삼화왕관,129235
삼화웨이트,877606
삼화인쇄,129262
삼화자산,779641
삼화전기,129271
삼화전자공업,129280
삼화전착,522715
삼화전착,914475
삼화정밀,404899
삼화제관,129305
삼화제분,129314
삼화제지,129323
삼화제지,911982
삼화조선,567286
삼화종합개발,289290
삼화종합건설,1447989
삼화종합건설,1665938
삼화주철공업,227652
삼화진식품,1551769
삼화철강,1041509
삼화케미컬,299598
삼화코리아,1212693
삼화콘덴서공업,129350
삼화테크,805982
삼화텍,562537
삼화텍콤,110565
삼화토산,1254875
삼화통신공업,232797
삼화판지,767549
삼화페라이트,197315
삼화페인트공업,129387
삼화포장,386256
삼화프로덕션,415789
삼화플라스틱,1289613
삼화피앤씨,1284469
삼화피앤티,1171563
삼화피엠아이,1226340
삼화피티에스,234777
삼화하우징,500494
삼화회계법인,260301
삼환,605151
삼환,1678145
삼환강업,448644
삼환교통,1213771
삼환기술개발,484345
삼환기업,129411
삼환나우빌제이차유동화전문유한회사,546335
삼환나우빌제일차유동화전문유한회사,513328
삼환비에스,1022595
삼환상호저축은행,129448
삼환왕십리제이차,682682
삼환왕십리제일차,645742
삼환운수,1687505
삼환종합기계공업,181192
삼환주택건설,820608
삼환컨소시엄,604499
삼환택시,1399901
삼환토공,448130
삼환환경,988027
삼화E&P,806848
삼훈,1685455
삼흥,135166
삼흥개발,626826
삼흥개발,247063
삼흥건설,1172155
삼흥고속,1434958
삼흥기업,1289163
삼흥기업,1326969
삼흥기연,1354713
삼흥산업,920078
삼흥산업개발,604055
삼흥센추리,504603
삼흥에스씨,923817
삼흥인베스트,504612
삼흥전력,1233304
삼흥정공,1020287
삼흥종합건설,1624861
삼흥종합환경,524166
삼흥판지,181217
삼흥PM,504597
삼희,663854
삼희산업,193221
삼희산업,657589
삼희산업개발,605221
삼희산업개발,1097775
삼희산업투자,1155893
삼희스틸,784537
삼희실업,1224625
삼희종합건설,525633
삽교호전망대종합어시장,1361360
상갈피에프브이,1475201
상개골프연습장,1548701
상경개발,468028
상경건설,690672
상경물산,129527
상계시장,1300299
상계중앙상사,764339
상공양행,1552847
상공에너지,864611
상광건설,550037
상교금속,367491
상구정공,867399
상귄홀딩스,579847
상기코퍼레이션,1546864
상길메디케어,1549649
상남디엔아이,970578
상농전선,604675
상도개발,1024937
상도건영,452133
상도동두산위브제일차유동화전문유한회사,779669
상도동위브제이차,627481
상도미래제일차,1260609
상도아이피엠,1151523
상도일렉트릭,1553101
상도전기공업,544319
상도제일차,1260593
상도종합건설,1215584
상도코포레이션,762702
상도투자개발,969688
상도푸드농업회사법인,1378722
상도피엠,1368664
상동개발,1652022
상동산업,1227473
상떼베스트,540793
상떼빌오원베스트,548421
상떼힐,527710
상락푸드,767600
상록,445896
상록개발,1102873
상록건설,563253
상록골프앤리조트,1502967
상록산업,371917
상록수,1310861
상록수배움터,861580
상록수제일차유동화전문유한회사,465100
상록웰가,1557921
상록종합건설,444912
상록플라자,352338
상록회계법인,428640
상룡종합건설,450588
상륜개발,449397
상륜건설,579281
상리,1087255
상리건설,1212648
상리홀딩스,1021222
상림,1370809
상림개발,675257
상림건설,866600
상림건설,1592517
상림농업회사법인,1246043
상림피혁,653413
상마,1232934
상마운수,129572
상명건설,1015081
상명민자학사,822457
상명씨앤디,471800
상명에코개발,1133873
상명이엔에스,1587737
상명진흥,1144082
상무시네마,941497
상무시스템즈,1108460
상무인더스트리,1674732
상무커뮤니케이션즈,1108479
상문,1213540
상미공영,671330
상미식품,1258288
상미식품지주,129590
상미에어텍,1137347
상미종합건설,611718
상민에스디,1458754
상방공원피에프브이,1419719
상백,1454305
상보,129615
상보건설,575780
상보기업,674115
상보비엔씨,1561030
상보전자,835169
상봉그랜드,1007295
상봉동성원상떼빌,542588
상봉동케이원청년주택피에프브이,1664647
상봉모터스,1172289
상봉아이알디피에프브이,1563074
상봉이엔씨,1209750
상산,1154724
상상,1314159
상상,1496888
상상,1479492
상상과이상,523529
상상그램,1653614
상상대부,1403301
상상디앤씨,1255263
상상스테이,1114230
상상인,306162
상상인선박기계,876573
상상인이안제2호기업인수목적,1390876
상상인이안제3호기업인수목적,1488922
상상인인더스트리,618410
상상인저축은행,163585
상상인제3호스팩,1604371
상상인증권,112059
상상인플러스저축은행,131416
상상주택,1392281
상상테크놀로지,359960
상상포레스트,1655746
상상필름,1582291
상생방송,1068180
상생제일차유동화전문유한회사,634551
상송리조트,302175
상수,965150
상수허브랜드,933373
상승건설,624217
상승건설,484743
상승그룹,529499
상승상사,1666265
상승정보통신,490805
상승컴퍼니,1384538
상신,1103669
상신,1306822
상신,692166
상신금속,238852
상신기업,983952
상신목재,1148398
상신브레이크,129642
상신산업,411640
상신산업,1404249
상신이디피,480783
상신이엔지,923598
상신전자,760999
상신정공,640437
상신종합식품,862118
상신파크,1365445
상신화학공업,618030
상아건설,840505
상아건설,1530696
상아기연,1135996
상아뉴매틱,235280
상아쏠트,937078
상아아카데미,886251
상아인테크,1254006
상아정공,862899
상아제관,536505
상아주택,129688
상아타일,1329665
상아탑,645928
상아프론테크,181299
상아화장품,455680
상암,1410392
상암개발,1256484
상암상사,1584554
상암아이티컨소시엄,566560
상암코바제일차,877970
상암피에프브이,976226
상연테크,155197
상영무역,377629
상영아이앤피,874353
상영이엔지,1450354
상우,1056848
상우건설,129712
상우건영,572163
상우금속,630917
상우기업,1286193
상우디벨럽먼트,1591235
상우로지스,1087972
상우무역,592006
상우산업개발,1295049
상우시스템,1682078
상우씨앤디,1206513
상우악기,1506325
상우에프앤아이,453789
상우종합건설,409760
상우종합건설,1251197
상우클램프,1176373
상우테크,1485907
상운건설,1647923
상원,962083
상원,610135
상원,1559901
상원디엔시,1309865
상원랜드,570758
상원로지스틱,966210
상원무역,1555251
상원보드,1557550
상원상공,398978
상원스틸,985710
상원아이엠엘,344755
상원아이티,520513
상원에스앤씨,1496329
상원엔텍,1577703
상원이앤에스,567514
상원이엔씨,262354
상원컴트루,574842
상원콘크리트,129758
상원하우징,785509
상유리조트,676946
상유십이,1064847
상은,1549773
상은스틸,1530641
상익건설,670313
상익산업,649429
상인기업,1411258
상인산업,1014392
상인온천하우스개발,1633115
상일,196307
상일기업,833453
상일디지털,435978
상일비전,1455313
상일실업,453798
상일종합관리,1369690
상일코스템,963860
상일테크,806802
상일테크,1453272
상일하우징,786100
상재스틸,872416
상재특수강,521901
상적건설,524281
상정산업개발,677316
상조보증,660565
상주솔라,767488
상주수상태양광,1155608
상주약감포크,1652721
상주영천고속도로,596701
상주태양광발전소,769006
상지,814865
상지,1160585
상지건설,217017
상지건설,1402250
상지사피앤비,670058
상지상사,469337
상지씨앤디,1563807
상지씨앤디플러스,1564480
상지알앤디,1370386
상지알앤디,1642885
상지엔지니어링건축사사무소,569284
상지이앤씨,1588347
상지정공,1151888
상지정밀,869032
상지종합건설,666611
상지종합건설,493149
상지카일룸,232007
상지피앤디,1334621
상지해운,806006
상지회계법인,1404577
상진,484123
상진,1369733
상진,927789
상진,1555668
상진,369091
상진개발,523875
상진개발,1264465
상진개발,129819
상진건설,481603
상진공영,1260618
상진금속,580700
상진기술엔지니어링,1141410
상진기업,129837
상진기연,456306
상진문화,941390
상진물산,129846
상진미크론,129864
상진실업,260949
상진운수,623908
상진전선,456120
상진정밀,1020436
상진테크,1560846
상천유업,695172
상청,1104367
상촌공업,431653
상품권가게,1506176
상풍,962162
상하,157034
상하건설,1505380
상하그대가,694748
상하농어촌테마공원,1573266
상하농원,1454086
상하씨엠,504986
상하이글로벌소프트,1318517
상하이드림소프트,1316494
상하이드림컨설팅,1321955
상합이엔씨,1531491
상해메탈,1104330
상해신남양앙리교육과기지분유한공사	,1493687
상해유펑인베스트먼트,1105287
상해진화한국,1559664
상현,1402597
상현개발,1382503
상현베스트개발,1584855
상현상사,456795
상현원색,626367
상현이엔씨,1659803
상호세라믹,598611
상호수지,1317615
상화,1311471
상화공익,440882
상화드림,691431
상화원,688206
상화토건,495448
상효원,990527
상훈건설,608219
상훈유통,918055
상훈인더스트리,940586
상희토건,1689743
새건개발,497084
새고막,870384
새길정보통신,265023
새난,183048
새난피엔티,166087
새날씨앤피,604310
새날테크텍스,521521
새누,1653012
새누리디엔씨,1383520
새두레회계법인,1498053
새들브룩프레파라토리스쿨코리아,1082056
새라컴퍼니,1545777
새람아이앤디,638274
새로고침,1456677
새로넷고객센터,775733
새로넷미디컴,775690
새로닉스,147994
새로본,635602
새로본건설,494166
새로본산업개발,574046
새로운넷,365509
새로운성남,490814
새로텍,527349
새로회계법인,1591402
새록건설,536745
새론,493130
새론사이언스,1057290
새론산업,590196
새론씨앤이,826231
새론오토모티브,305668
새롬,1469121
새롬,1688115
새롬,983882
새롬건설,452027
새롬건설,1554012
새롬뉴버,871107
새롬디앤씨,497048
새롬디앤씨,1257766
새롬라이프컨설팅,669955
새롬벤처스,363547
새롬비앤에프농업회사법인,1369663
새롬상가,1292185
새롬성원산업,133052
새롬소프트,333360
새롬식품,482204
새롬씨엔디,526359
새롬아이티,530972
새롬애니메이션,310253
새롬에프에스,1633373
새롬이엔시,1179936
새롬이엔지,1033263
새롬전자,363954
새롬정보시스템,324867
새롬제약,1216158
새롬주택건설,569813
새롬코스메틱,1631560
새롬테크,878182
새롬파트너스,821485
새롬패널,1070732
새롬피아,561042
새마루송도제일차피에프브이,1017548
새마을금고중앙회,391090
새만금관광개발,764162
새만금관광레저,1628858
새만금세빛발전소,1626559
새만금희망태양광,1601967
새말,1563056
새명,693448
새몸테크,346416
새무리,676803
새미랑,605090
새미래건설,609227
새미래산업개발,1082940
새미스,547477
새미홀딩스,1029011
새벽시장,1181339
새벽집,657242
새별,1412044
새보상사,451277
새부산관광투어,1550584
새부산상조,229793
새빗켐,862880
새빛,641153
새빛개발,1544787
새빛기술,941691
새빛맥스,1310685
새빛이앤씨,1567007
새빛이앤씨,1304480
새빛인베스트먼트,479404
새빛컬쳐,503923
새빛한빛,672621
새빛회계법인,341651
새서울고속,617068
새서울글로벌,891314
새서울기아,491910
새서울레저,450649
새서울산업,1208380
새서울석유,450630
새서울철도,1208584
새섬산업,837699
새성복건설,493741
새솔,1095740
새솔건설,965628
새솔길,1665266
새솔다이아몬드공업,486653
새솔산업개발,454663
새솔산업개발,641296
새시대방송통신,449722
새시대체인,228837
새안글로벌,1404072
새암,1031928
새암교육,431680
새암들,454478
새암파트너스,817242
새암푸드먼트,1071801
새영기업,1531516
새운주택,222055
새울건설,1162866
새울림,677459
새울토피아,1218794
새울흥업,839068
새은디앤씨,894393
새이프투(몰타)리미티드,637150
새일산업,392062
새일산업개발,578909
새재개발,234786
새재종합건설,1680104
새정,1085266
새정디앤씨,1214390
새정스타즈,1474071
새찬건설,522557
새찬산업개발,227476
새창조건설,361813
새천년미소,1029941
새천년유동화전문유한회사,335696
새천년제삼차유동화전문유한회사,381604
새천년제이차유동화전문유한회사,349680
새천년종합건설,446974
새천년종합건설,584520
새천안교통,1383982
새터,1371817
새턴바스,228095
새턴산업,885182
새턴유동화전문유한회사,592228
새턴인베스트먼트,372767
새턴정보통신,446026
새턴홀딩스,360045
새틀하우징,527534
새하늘공원,523158
새하마노,1647710
새하컴즈,1632295
새학성주택,1502897
새한,1214770
새한,181378
새한가스선,654005
새한건설,196778
새한건설,1226827
새한건설,181350
새한건업,1229037
새한공업,129970
새한공업,521424
새한국제여행사,1289516
새한기술정보,330992
새한기업,931269
새한디엔시,249867
새한레미콘,198013
새한렌탈,189237
새한마이크로텍,614317
새한마텍,130064
새한물류,1255874
새한비엔피,1045772
새한비젼컨소시엄,1260353
새한산업,231646
새한산업,1547395
새한산업,193230
새한산업개발,768690
새한수지,1133165
새한스텐레스,242068
새한신용정보,1259922
새한실리켐,1134553
새한씨앤씨,536912
새한씨앤에스,807908
새한아이티,361868
새한에프앤비,298711
새한엔텍,768663
새한엘리베이터,1462377
새한엘에스씨,672977
새한음반,224080
새한일,895471
새한자산대부평가관리,978695
새한전자,1018884
새한정보기술,266998
새한제약,1373152
새한종합건설,368418
새한종합금융,130055
새한종합연료,1473577
새한주택,1681705
새한지앤아이,1638004
새한창업투자,142777
새한철강,190224
새한철강,586351
새한철강,205599
새한텅스텐,530547
새한테크,666091
새한텔레콤,223692
새한트라비스엘리베이터,819541
새한프라텍,479334
새한프레스티지,623351
새한하이테크,1253122
새한항업,925435
새한해운,252418
새한환경,1068861
새해성,530440
새호,1496408
새홈개발,1411674
새화신,250164
새희망교육자산,769662
새희망대부파이낸스,1077416
새희망미래교육,818977
새희망유동화전문유한회사,342979
색동이유동화전문유한회사,376967
색동이제구차유동화전문유한회사,783893
색동이제사차유동화전문유한회사,456926
색동이제십구차유동화전문유한회사,1246663
색동이제십사차유동화전문유한회사,1027350
색동이제십삼차유동화전문유한회사,986117
색동이제십육차유동화전문유한회사,1128109
색동이제십이차유동화전문유한회사,952004
색동이제십일차유동화전문유한회사,842901
색동이제십차유동화전문유한회사,801588
색동이제십칠차유동화전문유한회사,1195013
색동이제십팔차유동화전문유한회사,1204296
색동이제오차유동화전문유한회사,486158
색동이제육차유동화전문유한회사,495767
색동이제이십사차유동화전문유한회사,1358816
색동이제이십삼차유동화전문유한회사,1335620
색동이제이십이차유동화전문유한회사,1331590
색동이제이십일차유동화전문유한회사,1313868
색동이제이십차유동화전문유한회사,1273384
색동이제이차유동화전문유한회사,387583
색동이제팔차유동화전문유한회사,776158
샌드문제일차,1354245
샌드박스네트워크,1375682
샌드빅서전,532785
샌드웰페트로가스,809191
샌드팜,1448191
샌디스크코리아,1581511
샌즈랩,1242241
샐리엔영,784236
샐비아동탄제일차,1006490
샘,1071537
샘글로벌,1207770
샘넷,273086
샘소슬,603153
샘스,363626
샘시스템,760892
샘씨엔에스,1199727
샘초롱농업회사법인,1306363
샘코건설,908845
샘터,642019
샘터인베스트,495156
샘텍,1025033
샘텍,914873
샘표,130091
샘표식품,1167056
샘표아이에스피,1498549
샘하우징,361886
생,971407
생각대로티제구차유동화전문유한회사,891101
생각대로티제사차유동화전문유한회사,854544
생각대로티제삼차유동화전문유한회사,845139
생각대로티제십사차유동화전문유한회사,924579
생각대로티제십삼차유동화전문유한회사,912662
생각대로티제십오차유동화전문유한회사,931515
생각대로티제십육차유동화전문유한회사,933355
생각대로티제십이차유동화전문유한회사,909145
생각대로티제십일차유동화전문유한회사,906412
생각대로티제십차유동화전문유한회사,896744
생각대로티제십칠차유동화전문유한회사,935584
생각대로티제오차유동화전문유한회사,861438
생각대로티제육차유동화전문유한회사,880345
생각대로티제이차유동화전문유한회사,842406
생각대로티제일차유동화전문유한회사,766638
생각대로티제칠차유동화전문유한회사,885003
생각대로티제팔차유동화전문유한회사,888602
생각엔터테인먼트,1649374
생고뱅이소바코리아,257981
생고뱅코리아,450269
생고뱅코리아홀딩스,159005
생그린,354901
생극산업단지,969846
생명다양성재단,1609808
생명물식품,613044
생문산업,323132
생보대만홀딩스개발전문위탁관리부동산투자회사,1088333
생보우투신영임대주택제2호기업구조조정부동산투자회사,1076806
생보제사호위탁관리부동산투자회사,1076824
생보제십삼호하남감일벨솔레위탁관리부동산투자회사,1546332
생보제십이호위탁관리부동산투자회사,1447493
생보제일호위탁관리부동산투자회사,906908
생생무역,1685163
생피에르펜제일차,807087
생필체인,1022106
생활공작소,1664221
생활속행복,973210
샤넬코리아,1470792
샤니,130107
샤또드발리코리아,779447
샤람에스에스씨피,940504
샤모니웨딩관광호텔,784500
샤바스,937397
샤브향,1075746
샤이나,1455632
샤이니오션제사차,1196748
샤이니오션제삼차,1196739
샤이니오션제오차,1196757
샤이니오션제이차,1196720
샤이닝리오제오차,1034059
샤이닝스텔라제일차,1200810
샤이닝스톤검단,1487109
샤이닝스톤경서,1104978
샤이닝스톤고덕,1484528
샤이닝스톤구미,1180659
샤이닝스톤김해,1567797
샤이닝스톤루원,1489189
샤이닝스톤배곧,1116779
샤이닝스톤안성,1178113
샤이닝스톤연경,1324280
샤이닝스톤오송,1487118
샤이닝스톤옥정,1487233
샤이닝스톤옥포,1180640
샤이닝스톤인천,1455933
샤이닝스톤일광,1324402
샤이닝스톤청당,1150597
샤이닝스톤청라,1148422
샤이닝스톤호매실,1117954
샤이닝오션제일차,1387368
샤이닝클리어,1357695
샤이드래곤제오차,1627460
샤이어파마코리아,1448234
샤인개발,1285486
샤인브라이트제일차,1285042
샤인시스템,224567
샤인시티,938466
샤인아트산업,1537431
샤인엔프라,1547483
샤인캐피탈대부,1042997
샤인크로스제사차,1095926
샤인크로스제오차,1095935
샤인크로스제육차,1095944
샤인크로스제이차,1095917
샤인투자일임,1613403
샤크존,579050
샤크존건설,371157
샤토홀딩스,1646571
샤트렌,616193
샤퍼코리아,402961
샤페론,1387164
샤프도앤코코리아,1488074
샤프에비에이션케이,100124
샤프엘빗시스템즈에어로스페이스,1081695
샤프전자,355201
샤프전자부품,381941
샤프테크닉스케이,1205824
샨다게임즈코리안인베스트먼트리미티드,772718
샨다인터액티브엔테테인먼트리미티드,508070
샬롬산업,453877
샬롬엔지니어링,1656170
샴발라,531005
샵텍러시아,336011
샹그릴라자산관리,1686445
샹차오홀딩스,1076967
서강,364661
서강금속,252816
서강기업,198323
서강디엔씨,1043473
서강솔라테크,837963
서강에너지,836335
서강에스엘피개금,677121
서강유업,130134
서강이엔씨,1682218
서강인베스트먼트대부,694517
서강정밀,875839
서강종합건설,1551538
서강테크,1295827
서강플레이스,1302589
서건,688844
서경,940717
서경,924773
서경,566834
서경금속,1299823
서경닷컴,1031478
서경디엔에치,536170
서경물산,984395
서경방송,246082
서경배과학재단,1605750
서경산업,1261510
서경산업,1059191
서경산업개발,690131
서경산업개발,764506
서경에너지,579573
서경에너지서비스,634038
서경엔지니어링,808235
서경이엔지,1313099
서경인베스트먼트,345453
서경종합개발,612407
서경타니골프앤리조트,618915
서경통상,461186
서경팰리스,1382646
서곡산업개발,525138
서광,868510
서광,1410842
서광,130152
서광,1456923
서광,630351
서광,1642751
서광개발,1101944
서광건설산업,173397
서광공업,363811
서광기연,963204
서광디벨롭먼트,1544316
서광디앤씨,1367726
서광디앤에프,1297621
서광무역,237774
서광산업,243632
서광산업,1022203
서광산업아산,1506398
서광시스템,1365807
서광알앤씨,494856
서광전자,219015
서광종합개발,130189
서광철강산업,915650
서광케미칼,1365968
서광크리스탈,1404267
서광티앤씨,198253
서광파트너스,1124413
서광평택로지스,1553916
서광하우징,591007
서광하이테크,1152090
서교스테이,1195785
서교자이,694696
서교흥업,1327870
서구산업,234148
서구직물,366155
서궁,1290479
서기운수,908641
서남,867973
서남그린에너지,1127164
서남바이오에너지,1031469
서남부유토빌,681504
서남조선산업개발,761004
서남해안기업도시개발,818737
서남해안레저,653291
서남환경,1440737
서남환경에너지,964832
서농,613169
서담씨앤씨,1169957
서당마을,917296
서대구아이,1089712
서대구에너지,914882
서대구열에너지,836973
서대구홀딩스,1286218
서대문기업,648439
서대산드림리조트,490294
서대종합건설,1663426
서던퍼시픽,672427
서도건설,1141003
서도금속,1156980
서도비엔아이,925231
서도산업,181466
서도상선,1638572
서도엔지니어링,1336212
서도코퍼레이션,1641220
서동,530529
서동개발,1543007
서동산업,493079
서동주택건설,1259700
서두리,571526
서두산업,244242
서두산업,468754
서라벌,514664
서라벌관광,130222
서라벌도시가스,369912
서라벌산업,1398179
서라벌천년제일차,1027961
서래건설,1390548
서래에스엔씨,769307
서래해상,769291
서래홀딩스,818667
서령버스,1509234
서로넷,253587
서로상,1408281
서로푸드,961598
서룡개발,1019999
서룡전자,1340507
서륭,130240
서륭디엔씨,578857
서륭인터내셔날,807430
서륭철강,453831
서륭통상,436108
서륭프라자,817163
서리제이차유동화전문유한회사,1316351
서리제일차유동화전문유한회사,1170670
서리풀푸른제일차,1242481
서린,1254811
서린,837440
서린,1216653
서린디앤씨,923923
서린바이오,373447
서린상사,1565531
서린상사,130295
서린에너지,1477227
서린유통,376444
서린정보기술,376356
서린컴퍼니,1542512
서린코퍼레이션,1244595
서린투자개발,821254
서린회계법인,651707
서림,256007
서림,1079575
서림,1386794
서림,1286953
서림개발,723439
서림개스실린더,301060
서림건설,1096679
서림건설,1214187
서림글로벌,1034785
서림농원영농조합법인,1513325
서림목재,682327
서림비앤에스,269065
서림산기제1공장,771083
서림산업개발,787127
서림산업개발,1222168
서림산업개발,1454059
서림식품,449324
서림에프씨,660440
서림유통,1630020
서림종합건설,968634
서림종합건설,524971
서림종합건설,1019078
서림주택관리,1450309
서림철강,1544042
서림통상,130310
서림프라텍,1106073
서림하이팩,631697
서림홀딩스,918648
서림환경기술,722494
서림흥업,827665
서머셋빌더스,470537
서머텍코리아,306287
서면개발,473905
서면스튜디오,1355095
서면신용협동조합,351296
서면제일차하우스토리,595605
서면지하상가,395485
서면플라자유동화전문유한회사,472191
서목통상,961482
서문건설,1398568
서문산업개발,1101777
서문알앤디,875802
서문어패럴,569488
서문축산,688604
서미개발,1301960
서미앤투스,608352
서미에셋,592741
서미트,211785
서미트광업,623458
서미트캠프,462820
서미홀딩스,1407097
서밋에셋스트레티지스코리아,778660
서밋에셋투자자문,815378
서반,1371242
서방,613123
서방해운,972558
서버뱅크,405199
서번산업엔지니어링,1021514
서번텍,1466717
서범개발,578848
서변동메르디앙유동화전문유한회사,539502
서보디앤씨,674948
서보랜드마크,697028
서보산업,661625
서보산업,507293
서보스타,1651078
서본건설,971416
서봉리사이클링,612939
서봉바이오베스텍,427119
서봉테크,172112
서부개발,1581469
서부건설모터스,1301465
서부광역철도,1231023
서부내륙고속도로,1550803
서부도시가스서비스,863463
서부레미콘,620707
서부사료,130365
서부산업,247045
서부산업,609670
서부솔라발전,1102244
서부운수,1460722
서부전기,554635
서부종합건설,509936
서부종합시장,763835
서부청과,579157
서부파트너스,1448076
서부프라자,1317572
서부하이웨이솔라,1376140
서부T&D,130383
서브원,1346486
서비스나우코리아,1691173
서비스에이스,844316
서비스월드,1400517
서비스인,885757
서비스코리아,922085
서비스탑,844325
서비스플러스,1657850
서빅,1454882
서빈,1259719
서빈,1696105
서빈산업,984331
서산,130408
서산개발,1289394
서산수골프앤리조트,531926
서산이산업단지개발,868848
서산이에스티,968555
서산청천,788843
서산테크노밸리,601793
서상금속,432670
서샘,457332
서서,1310445
서서울고속도로,871408
서서울도시고속도로,1228685
서서울자동차산업,962074
서서울케이블티브이,526429
서석개발,408886
서성아이앤디,1084902
서세원프로덕션,409399
서수원개발,573135
서스키하나아일랜드리미티드,580889
서스티오,658117
서신식품,929811
서신파이낸스,262901
서아씨푸드,1496897
서아정보통신,1498114
서아통상,1138188
서안,1151107
서안,562467
서안개발,200390
서안바이오,996576
서안산업,1074145
서안성물류,1148176
서안성복합물류,1297816
서안주정,130444
서안주택,1375442
서안켐텍,614371
서안홀딩스,1297728
서암,941947
서암건설,1505414
서암기계공업,166528
서암실업,1102864
서암윤세영재단,1595541
서앤파트너스,1454776
서양개발,686129
서양네트웍스,303493
서양무역,536231
서양물산,206048
서양해운,1330421
서연,163114
서연시티,1168523
서연씨엔에프,1187999
서연씨엔에프투자,302500
서연씨엠씨,527701
