아이에스동서,00115977,010780,30892606
아주스틸,00486705,139990,26452189
알루코,00117027,001780,89969432
애경산업,00139454,018250,26409935
애경케미칼,00936787,161000,48648709
에넥스,00139764,011090,59991641
에스디바이오센서,00854997,137310,104117453
SBS,00130772,034120,18252582
에스엘,00125521,005850,46448520
에스엠벡셀,00147860,010580,111251760
에스원,00158501,012750,37999178
SG세계물산,00133511,004060,202424960
SK디스커버리,00131832,006120,19037855
SK렌터카,00201450,068400,47285840
SK바이오사이언스,01319899,302440,76784046
SK하이닉스,00164779,000660,728002365
에쓰씨엔지니어링,00121969,023960,31249355
에어부산,00651901,298690,116640000
에이블씨엔씨,00400857,078520,27033459
에이엔피,01361801,015260,29822532
에이리츠,00860730,140910,4463032
HDC랩스,00350312,039570,25957601
HDC현대EP,00357935,089470,31900000
HD현대,01205709,267250,78993085
HSD엔진,00361008,082740,71543994
HLB글로벌,00169048,003580,42367042
HMM,00164645,011200,489039496
에이프로젠,00152385,007460,761006567
에이프로젠제약,00101044,003060,398575882
에이플러스에셋,00684802,244920,22607693
엔씨소프트,00261443,036570,21954022
엔에이치스팩19호,01535257,380440,51290000
NH올원리츠,01480780,400760,42200000
NH투자증권,00120182,005940,331665921
엔케이,00908997,085310,79983352
LS전선아시아,01093007,229640,30624879
LX하우시스,00759513,108670,8967670
LX홀딩스,01562589,383800,76280690
LG헬로비전,00222532,037560,77446865
엠씨넥스,00564562,097520,17977732
영보화학,00140779,014440,20000000
영원무역,00776820,111770,44311468
영원무역홀딩스,00140964,009970,13635592
영진약품,00141149,003520,182892731
영풍,00141307,000670,1842040
영풍제지,00141404,006740,22295000
영화금속,00141413,012280,53394505
영흥,00141477,012160,101310372
예스코홀딩스,00105101,015360,6000000
오뚜기,00141529,007310,4007830
오리엔트바이오,00141626,002630,118583005
오리온,01238169,271560,39536132
오리온홀딩스,00117577,001800,62645422
YG PLUS,00249247,037270,63429410
와이투솔루션,00144720,011690,159235637
우리금융지주,01350869,316140,728060549
우리종금,00104102,010050,874203406
우성,00142661,006980,3090000
우신시스템,00142883,017370,18314054
우진,00143299,105840,20323614
우진아이엔에스,00143262,010400,7622000
우진플라임,00303217,049800,20000000
웅진,00143651,016880,79927080
웅진씽크빅,00628189,095720,115505985
원림,00143794,005820,2297970
웰바이오텍,00141273,010600,66432104
윌비스,00104999,008600,67236039
유니드,00159786,014830,6767600
유니드비티플러스,01702017,446070,10611215
유니온머티리얼,00369833,047400,42000000
유니온,01452033,000910,15611619
유니켐,00605568,011330,72921381
유니퀘스트,00414601,077500,27355975
유성기업,00174004,002920,25947500
유수홀딩스,00163691,000700,26041812
유안타증권,00117601,003470,199596576
유엔젤,00416654,072130,13195454
유유제약,00144818,000220,17232351
유한양행,00145109,000100,73231476
유화증권,00145190,003460,56702415
율촌화학,00145260,008730,24800000
이건산업,00145446,008250,10952635
이구산업,00145464,025820,33442000
이노션,00565154,214320,20000000
이리츠코크렙,00544452,088260,63341590
이마트,00872984,139480,27875819
이수페타시스,00107613,007660,63246419
이수화학,00145552,005950,27959544
이스타코,00134565,015020,42851600
이아이디,00480950,093230,101864030
이엔플러스,00469799,074610,58337806
이연제약,00145598,102460,17998577
이월드,00540605,084680,141806193
이지스레지던스리츠,01436628,350520,28358617
이화산업,00145686,000760,2800000
인디에프,00106881,014990,70712995
인바이오젠,00652423,101140,53396820
인스코비,00122825,006490,110714080
인지컨트롤스,00103510,023800,15333213
인천도시가스,00145862,034590,4374754
인터지스,00151368,129260,29747874
인팩,00180795,023810,10000000
일동제약,01168383,249420,26803285
일동홀딩스,00146083,000230,11540400
일성건설,00146232,013360,54024880
일성신약,00146214,003120,2660000
일신방직,00146269,003200,2400000
일신석재,00146296,007110,77456610
일양약품,00146454,007570,19085664
일정실업,00146542,008500,1200000
일진다이아,00508274,081000,14202975
일진디스플,00198697,020760,51513741
일진머티리얼즈,00113997,020150,46110835
일진전기,00683469,103590,37080390
일진하이솔루스,00972503,271940,36313190
일진홀딩스,00146649,015860,49347483
잇츠한불,00911955,226320,21929315
자이에스앤디,00367844,317400,38782520
자화전자,00146861,033240,20059493
전방,00147222,000950,1680000
제이알글로벌리츠,01415892,348950,197376000
제이에스코퍼레이션,00332927,194370,13335601
제이준코스메틱,00136776,025620,76982774
제일기획,00148276,030000,115041225
제일약품,01236897,271980,14704872
제일연마,00148461,001560,10000000
제일파마홀딩스,00148443,002620,15973355
제주은행,00148832,006220,32128774
제주항공,00555874,089590,76993711
조광페인트,00148920,004910,12800000
조광피혁,00148939,004700,6649138
조비,00148948,001550,5192239
조선내화,00148984,000480,4000000
조선선재,00796994,120030,1257651
조일알미늄,00149239,018470,126631721
조흥,00149345,002600,600000
종근당바이오,00390055,063160,5485962
종근당,00992871,185750,11988038
종근당홀딩스,00149354,001630,5009861
용평리조트,00365989,070960,48133333
동남합성,00115065,023450,3610000
주연테크,00269241,044380,59199244
기업은행,00149646,024110,744300587
지누스,00150633,013890,17232431
GS글로벌,00138190,001250,82533764
GS리테일,00140177,007070,104717922
지엠비코리아,00156354,013870,19072280
지역난방공사,00159698,071320,11578744
지투알,00140168,035000,16567409
진도,00557933,088790,12447744
진양산업,00150439,003780,13000000
진양홀딩스,00646732,100250,55895292
진양화학,00347734,051630,15800000
진에어,00653024,272450,52200000
진원생명과학,00118521,011000,77751599
진흥기업,00150828,002780,145471745
참엔지니어링,00153621,009310,58867419
천일고속,00151395,000650,1429220
체시스,00125576,033250,32000000
초록뱀헬스케어,00791209,118000,84704985
카카오뱅크,01133217,323410,476633937
카카오,00258801,035720,445335988
카카오페이,01244601,377300,132700555
카프로,00159810,006380,40000000
컨버즈,00753643,109070,36810230
케이비아이동국실업,00114765,001620,100273016
KC그린홀딩스,00159971,009440,22434980
케이씨,00209780,029460,13554044
KC코트렐,00797364,119650,17600456
케이씨텍,01261893,281820,20861556
KSS해운,00160232,044450,23085880
KEC,00589127,092220,144763141
케이카,01323032,381970,48086533
케이탑리츠,00861076,145270,48060774
KTcs,00372882,058850,42685000
KTis,00372873,058860,34802000
코람코더원리츠,01180118,417310,40400000
코람코에너지리츠,01430475,357120,88534474
코리아써키트,00152686,007810,23620751
코리안리,00113191,003690,120369116
코스맥스,01009789,192820,11349509
코스맥스비티아이,00219574,044820,9603921
코스모신소재,00129989,005070,30650756
코스모화학,00160302,005420,35008228
코아스,00210856,071950,30907210
코오롱글로벌,00152880,003070,25210438
코오롱,00152862,002020,12626426
코오롱인더,00795135,120110,27519091
코오롱플라스틱,00241005,138490,38000000
코웨이,00170558,021240,73799619
콘텐트리중앙,00203315,036420,19262308
콤텍시스템,00186559,031820,121051466
쿠쿠홀딩스,00132354,192400,35562185
쿠쿠홈시스,01267684,284740,22437330
큐로,00108746,015590,231211638
크라운제과,01205329,264900,12523850
크라운해태홀딩스,00153126,005740,14847347
크래프톤,00760971,259960,49072045
키다리스튜디오,00140131,020120,36600741
키움증권,00296290,039490,26219513
태경비케이,00122481,014580,27583100
태경산업,00921396,015890,29228750
태경케미컬,00109161,006890,11600000
태광산업,00153393,003240,1113400
태림포장,00153524,011280,70805940
태양금속,01029464,004100,36700000
태영건설,00153861,009410,38899098
태원물산,00154055,001420,7600000
태평양물산,00154329,007980,48149587
테이팩스,00256955,055490,4717650
