00568188,2011-11011,N,update
00128111,2011-11011,N,update
00380429,2011-11011,N,update
00175623,2011-11011,N,update
00157539,2011-11011,N,update
00111218,2011-11011,N,update
00445841,2011-11011,N,update
00938688,2011-11011,N,update
00506294,2011-11011,N,update
00441304,2011-11011,N,update
01364747,2011-11011,N,update
00261009,2011-11011,N,update
01025644,2011-11011,N,update
00100601,2011-11011,N,update
00587457,2011-11011,N,update
00206039,2011-11011,N,update
00307028,2011-11011,N,update
00101549,2011-11011,N,update
00102353,2011-11011,N,update
01032583,2011-11011,N,update
00336297,2011-11011,N,update
00103015,2011-11011,N,update
01399071,2011-11011,N,update
00579999,2011-11011,N,update
00249502,2011-11011,N,update
00255105,2011-11011,N,update
01067516,2011-11011,N,update
00674498,2011-11011,N,update
01307335,2011-11011,N,update
01381939,2011-11011,N,update
00186452,2011-11011,N,update
00104120,2011-11011,N,update
01476219,2011-11011,N,update
01582228,2011-11011,N,update
01620713,2011-11011,N,update
01677678,2011-11011,N,update
00202060,2011-11011,N,update
00253985,2011-11011,N,update
00256715,2011-11011,N,update
00104537,2011-11011,N,update
00203847,2011-11011,N,update
00104573,2011-11011,N,update
01329957,2011-11011,N,update
00244561,2011-11011,N,update
01170962,2011-11011,N,update
00671978,2011-11011,N,update
00602279,2011-11011,N,update
00540863,2011-11011,N,update
00783246,2011-11011,N,update
01042711,2011-11011,N,update
00159731,2011-11011,N,update
00105475,2011-11011,N,update
00176516,2011-11011,N,update
00377018,2011-11011,N,update
00258421,2011-11011,N,update
01181807,2011-11011,N,update
00994994,2011-11011,N,update
01136001,2011-11011,N,update
00439965,2011-11011,N,update
00660459,2011-11011,N,update
00230425,2011-11011,N,update
00542074,2011-11011,N,update
00297095,2011-11011,N,update
00362122,2011-11011,N,update
00819374,2011-11011,N,update
01136348,2011-11011,N,update
00486097,2011-11011,N,update
00651017,2011-11011,N,update
00767628,2011-11011,N,update
00606293,2011-11011,N,update
00264945,2011-11011,N,update
00158325,2011-11011,N,update
01208849,2011-11011,N,update
00245694,2011-11011,N,update
00108001,2011-11011,N,update
00923792,2011-11011,N,update
00599106,2011-11011,N,update
01170865,2011-11011,N,update
00876865,2011-11011,N,update
00628860,2011-11011,N,update
00266952,2011-11011,N,update
01511558,2011-11011,N,update
01219155,2011-11011,N,update
00447928,2011-11011,N,update
00551920,2011-11011,N,update
01246034,2011-11011,N,update
01325429,2011-11011,N,update
00842585,2011-11011,N,update
00117276,2011-11011,N,update
00227333,2011-11011,N,update
01368354,2011-11011,N,update
00416414,2011-11011,N,update
00614593,2011-11011,N,update
00974927,2011-11011,N,update
01515864,2011-11011,N,update
01080252,2011-11011,N,update
01096341,2011-11011,N,update
01067808,2011-11011,N,update
00632845,2011-11011,N,update
00811372,2011-11011,N,update
01259232,2011-11011,N,update
00536329,2011-11011,N,update
01494118,2011-11011,N,update
01189438,2011-11011,N,update
00513948,2011-11011,N,update
01135057,2011-11011,N,update
00393469,2011-11011,N,update
00867478,2011-11011,N,update
00176835,2011-11011,N,update
00410997,2011-11011,N,update
00269889,2011-11011,N,update
01394669,2011-11011,N,update
01336461,2011-11011,N,update
00351375,2011-11011,N,update
00105040,2011-11011,N,update
00820389,2011-11011,N,update
01214248,2011-11011,N,update
00521390,2011-11011,N,update
00493510,2011-11011,N,update
00585608,2011-11011,N,update
00389970,2011-11011,N,update
00536888,2011-11011,N,update
01416642,2011-11011,N,update
00268251,2011-11011,N,update
00682992,2011-11011,N,update
00238782,2011-11011,N,update
00523307,2011-11011,N,update
00191287,2011-11011,N,update
00109310,2011-11011,N,update
00109268,2011-11011,N,update
00109587,2011-11011,N,update
00109781,2011-11011,N,update
00104810,2011-11011,N,update
01150515,2011-11011,N,update
00450995,2011-11011,N,update
01259418,2011-11011,N,update
00442826,2011-11011,N,update
00177320,2011-11011,N,update
00110583,2011-11011,N,update
00109037,2011-11011,N,update
00442905,2011-11011,N,update
00577335,2011-11011,N,update
01567520,2011-11011,N,update
01580178,2011-11011,N,update
01631658,2011-11011,N,update
01675014,2011-11011,N,update
01696451,2011-11011,N,update
00110875,2011-11011,N,update
00318316,2011-11011,N,update
00111193,2011-11011,N,update
00111227,2011-11011,N,update
00111838,2011-11011,N,update
00351807,2011-11011,N,update
00872063,2011-11011,N,update
00384948,2011-11011,N,update
01182578,2011-11011,N,update
00250997,2011-11011,N,update
00112457,2011-11011,N,update
00177816,2011-11011,N,update
